iter	Passed	Remaining
457	818	968
458	820	966
459	821	964
460	822	961
461	823	958
462	824	955
463	829	957
464	830	955
465	831	952
466	832	950
467	833	947
468	834	945
469	836	943
470	837	940
471	838	937
472	839	935
473	840	932
474	841	930
475	843	928
476	844	925
477	845	923
478	846	920
479	847	918
480	848	916
481	849	913
482	850	910
483	851	908
484	856	909
485	857	907
486	858	904
487	859	901
488	860	899
489	861	896
490	863	894
491	864	892
492	865	889
493	866	887
494	866	884
495	871	885
496	872	882
497	873	880
498	874	877
499	875	875
500	876	872
501	876	869
502	878	867
503	879	865
504	880	863
505	881	860
506	886	861
507	887	859
508	888	857
509	889	854
510	890	852
511	891	849
512	892	847
513	893	844
514	894	842
515	895	839
516	896	837
517	903	841
518	905	838
519	905	836
520	906	833
521	907	831
522	908	828
523	909	826
524	910	823
525	911	821
526	912	818
527	913	816
528	915	815
529	916	813
530	917	810
531	918	808
532	920	806
533	922	805
534	924	803
535	925	800
536	926	798
537	926	796
538	931	796
539	932	794
540	934	792
541	935	790
542	936	788
543	937	786
544	938	783
545	939	781
546	940	779
547	941	776
548	942	774
549	947	775
550	948	773
551	950	771
552	951	769
553	952	766
554	953	764
555	954	761
556	955	759
557	955	757
558	956	754
559	962	755
560	963	753
561	964	751
562	965	749
563	966	747
564	967	744
565	968	742
566	969	740
567	970	738
568	971	735
569	972	733
570	978	734
571	979	732
572	980	730
573	981	728
574	983	726
575	984	724
576	985	722
577	986	719
578	986	717
579	988	715
580	993	716
581	994	714
582	996	712
583	997	710
584	998	708
585	999	706
586	1000	704
587	1001	701
588	1007	702
589	1008	700
590	1009	698
591	1011	696
592	1012	694
593	1013	692
594	1014	690
595	1015	688
596	1016	686
597	1017	684
598	1024	685
599	1025	683
600	1026	681
601	1027	679
602	1028	677
603	1030	675
604	1031	673
605	1032	670
606	1033	668
607	1036	668
608	1038	666
609	1039	664
610	1040	662
611	1041	660
612	1042	658
613	1043	655
614	1044	653
615	1045	652
616	1046	649
617	1047	647
618	1052	648
619	1053	645
620	1054	643
621	1055	641
622	1056	639
623	1057	637
624	1058	635
625	1059	633
626	1061	631
627	1062	629
628	1063	627
629	1069	628
630	1070	625
631	1071	623
632	1072	621
633	1073	619
634	1074	617
635	1075	615
636	1076	613
637	1077	611
638	1079	609
639	1081	608
640	1082	606
641	1083	604
642	1084	602
643	1085	600
644	1087	598
645	1088	596
646	1089	594
647	1093	594
648	1095	592
649	1096	590
650	1097	588
651	1098	586
652	1099	584
653	1100	582
654	1101	580
655	1102	578
656	1103	576
657	1104	573
658	1105	572
659	1111	572
660	1113	570
661	1115	569
662	1117	568
663	1128	570
664	1132	570
665	1135	569
666	1147	572
667	1148	571
668	1150	569
669	1151	567
670	1153	565
671	1154	563
672	1156	561
673	1157	559
674	1159	558
675	1160	556
676	1162	554
677	1163	552
678	1165	550
679	1166	548
680	1167	546
681	1168	544
682	1169	542
683	1171	540
684	1172	538
685	1173	537
686	1174	535
687	1175	533
688	1176	531
689	1180	530
690	1182	528
691	1183	526
692	1184	524
693	1185	522
694	1186	520
695	1187	518
696	1188	516
697	1189	514
698	1190	512
699	1191	510
700	1192	508
701	1194	506
702	1195	504
703	1196	502
704	1197	500
705	1198	498
706	1198	496
707	1199	494
708	1200	492
709	1201	490
710	1202	488
711	1203	486
712	1204	485
713	1206	483
714	1207	481
715	1209	479
716	1214	479
717	1216	477
718	1217	475
719	1219	474
720	1221	472
721	1232	474
722	1235	473
723	1237	471
724	1239	470
725	1241	468
726	1246	468
727	1247	466
728	1248	464
729	1250	462
730	1251	460
731	1252	458
732	1258	458
733	1260	456
734	1262	455
735	1265	453
736	1267	452
737	1269	450
738	1270	448
739	1271	446
740	1272	444
741	1273	442
742	1275	441
743	1285	442
744	1291	442
745	1294	440
746	1296	439
747	1338	450
748	1340	449
749	1341	447
750	1343	445
751	1349	445
752	1351	443
753	1352	441
754	1364	442
755	1365	440
756	1367	438
757	1368	436
758	1369	434
759	1370	432
760	1371	430
761	1372	428
762	1382	429
763	1384	427
764	1385	425
765	1387	423
766	1388	421
767	1396	421
768	1397	419
769	1398	417
770	1400	415
771	1402	414
772	1403	412
773	1405	410
774	1408	408
775	1409	406
776	1411	404
777	1412	403
778	1414	401
779	1415	399
780	1416	397
781	1419	395
782	1421	393
783	1425	392
784	1430	391
785	1437	391
786	1439	389
787	1440	387
788	1441	385
789	1443	383
790	1444	381
791	1445	379
792	1447	377
793	1450	376
794	1451	374
795	1452	372
796	1454	370
797	1455	368
798	1456	366
799	1458	364
800	1465	364
801	1467	362
802	1468	360
803	1469	358
804	1471	356
805	1472	354
806	1474	352
807	1475	350
808	1479	349
809	1480	347
810	1481	345
811	1482	343
812	1483	341
813	1485	339
814	1486	337
815	1488	335
816	1489	333
817	1491	331
818	1492	329
819	1497	328
820	1498	326
821	1499	324
822	1500	322
823	1501	320
824	1502	318
825	1503	316
826	1509	315
827	1510	313
828	1511	311
829	1512	309
830	1513	307
831	1515	305
832	1516	304
833	1518	302
834	1519	300
835	1521	298
836	1522	296
837	1523	294
838	1524	292
839	1525	290
840	1526	288
841	1527	286
842	1529	284
843	1530	282
844	1531	280
845	1537	279
846	1539	278
847	1540	276
848	1541	274
849	1542	272
850	1546	270
851	1547	268
852	1548	266
853	1551	265
854	1552	263
855	1553	261
856	1559	260
857	1562	258
858	1564	256
859	1572	255
860	1573	254
861	1574	252
862	1575	250
863	1576	248
864	1577	246
865	1578	244
866	1584	243
867	1585	241
868	1586	239
869	1587	237
870	1588	235
871	1589	233
872	1590	231
873	1591	229
874	1593	227
875	1594	225
876	1596	223
877	1597	221
878	1598	220
879	1599	218
880	1601	216
881	1602	214
882	1603	212
883	1605	210
884	1607	208
885	1609	207
886	1610	205
887	1611	203
888	1612	201
889	1613	199
890	1614	197
891	1616	195
892	1617	193
893	1617	191
894	1619	189
895	1620	188
896	1623	186
897	1625	184
898	1626	182
899	1627	180
900	1628	178
901	1629	177
902	1630	175
903	1631	173
904	1633	171
905	1634	169
906	1635	167
907	1636	165
908	1638	163
909	1643	162
910	1649	161
911	1650	159
912	1652	157
913	1654	155
914	1657	153
915	1658	152
916	1659	150
917	1660	148
918	1661	146
919	1662	144
920	1663	142
921	1665	140
922	1666	139
923	1671	137
924	1674	135
925	1676	133
926	1677	132
927	1678	130
928	1679	128
929	1680	126
930	1681	124
931	1682	122
932	1683	120
933	1685	119
934	1687	117
935	1689	115
936	1690	113
937	1691	111
938	1691	109
939	1692	108
940	1693	106
941	1694	104
942	1695	102
943	1697	100
944	1701	99
945	1703	97
946	1704	95
947	1705	93
948	1706	91
949	1707	89
950	1708	88
951	1709	86
952	1710	84
953	1711	82
954	1713	80
955	1714	78
956	1716	77
957	1717	75
958	1720	73
959	1721	71
960	1722	69
961	1723	68
962	1724	66
963	1725	64
964	1726	62
965	1730	60
966	1732	59
967	1733	57
968	1734	55
969	1735	53
970	1739	51
971	1740	50
972	1741	48
973	1742	46
974	1747	44
975	1748	42
976	1749	41
977	1750	39
978	1752	37
979	1753	35
980	1754	33
981	1754	32
982	1755	30
983	1756	28
984	1757	26
985	1758	24
986	1760	23
987	1761	21
988	1763	19
989	1765	17
990	1767	16
991	1769	14
992	1769	12
993	1770	10
994	1771	8
995	1776	7
996	1779	5
997	1780	3
998	1781	1
999	1784	0
